age,sex,job,saving_accounts,checking_account,credit_amount,duration,purpose,marital_status,education_level,number_of_dependents,income,employment_status,existing_loans_count,credit_history_length,previous_defaults,credit_score,installment_rate,loan_type,interest_rate,collateral,default,loan_eligibility
23,female,self-employed,little,rich,32318,55,furniture,single,high school,1,119644,employed,2,0,0,341,0,,12.74,none,bad,not eligible
22,female,skilled,quite rich,rich,13322,19,domestic appliances,married,graduate,2,39181,employed,3,22,0,573,0.02,education,10.48,property,good,eligible
22,male,management,moderate,,37089,51,furniture,married,postgraduate,1,62994,self-employed,1,27,0,799,0.01,car,5.33,guarantor,bad,not eligible
64,male,management,little,little,1936,39,car,married,graduate,1,30402,retired,2,1,0,431,0,education,18.15,property,bad,not eligible
40,male,unskilled,rich,little,46165,52,radio/TV,widowed,postgraduate,1,82778,unemployed,3,15,0,752,0.01,mortgage,,property,bad,not eligible
66,female,unskilled,little,little,27781,65,other,single,postgraduate,,134889,employed,1,2,0,724,0,personal,13.73,none,bad,not eligible
26,,,rich,rich,22981,16,other,married,high school,0,103057,unemployed,1,27,0,352,0.01,car,18.25,guarantor,bad,eligible
52,male,management,quite rich,moderate,30969,55,furniture,married,high school,1,,employed,1,16,1,696,0.05,mortgage,8.32,property,bad,not eligible
37,male,unskilled,moderate,little,19367,9,domestic appliances,married,graduate,0,,unemployed,3,2,0,493,0.08,mortgage,,none,bad,not eligible
66,female,skilled,,little,40987,46,business,married,graduate,0,71980,employed,2,10,0,698,0.01,business,,none,bad,not eligible
59,,skilled,quite rich,little,23266,64,other,single,high school,1,95483,employed,1,3,1,763,0,,6.34,none,bad,not eligible
52,male,management,little,moderate,30237,65,business,single,graduate,3,35699,employed,1,29,0,654,0.01,business,11.35,guarantor,bad,not eligible
67,female,unskilled,moderate,moderate,21713,67,furniture,married,graduate,0,44111,employed,0,6,0,472,0.01,mortgage,12.19,property,bad,not eligible
35,male,skilled,little,rich,28855,30,repairs,married,postgraduate,2,71065,unemployed,3,21,,639,0.01,car,5.4,none,bad,not eligible
34,male,skilled,little,rich,23037,38,repairs,married,high school,0,,self-employed,1,15,0,492,0,business,12.32,none,bad,not eligible
41,female,,,little,3294,24,radio/TV,widowed,,0,91798,self-employed,2,16,0,,0,personal,6.41,none,bad,not eligible
20,male,management,little,,44796,62,domestic appliances,single,graduate,2,118732,retired,0,10,0,686,0.01,,18.39,none,bad,not eligible
49,male,unskilled,little,little,32824,20,car,married,graduate,1,62404,employed,2,3,0,767,0.03,business,14.75,none,bad,not eligible
52,male,management,moderate,little,,46,radio/TV,married,graduate,1,70736,employed,1,24,0,630,0.01,education,5.85,none,bad,not eligible
55,female,skilled,quite rich,rich,43350,65,other,widowed,postgraduate,2,,employed,2,2,0,826,0,car,17.41,vehicle,bad,not eligible
30,female,skilled,little,moderate,13518,27,education,divorced,postgraduate,2,33942,self-employed,1,21,0,728,0.01,education,10.42,guarantor,bad,not eligible
64,female,skilled,little,moderate,17981,48,furniture,married,graduate,0,38696,employed,1,26,0,515,0.01,car,8.38,none,bad,not eligible
42,female,skilled,little,little,16084,37,education,married,high school,1,32319,employed,0,15,0,575,0.01,business,8.81,none,bad,not eligible
26,male,unskilled,moderate,little,10350,18,other,single,graduate,1,47123,employed,1,1,0,407,0.01,business,13.97,vehicle,bad,not eligible
21,male,skilled,little,little,26201,43,furniture,single,graduate,3,32642,retired,2,4,0,555,0.02,car,6.22,none,bad,not eligible
31,male,skilled,moderate,moderate,41723,31,car,married,postgraduate,1,80083,self-employed,0,24,0,,0.02,mortgage,5.88,,bad,not eligible
54,male,skilled,little,moderate,44452,10,radio/TV,married,phd,0,115219,employed,1,27,0,689,0.04,business,14.41,none,bad,not eligible
51,male,skilled,little,little,46475,,domestic appliances,married,graduate,0,95639,self-employed,1,17,0,829,0.01,car,19.73,none,bad,not eligible
28,female,self-employed,rich,moderate,660,10,other,married,graduate,2,85279,employed,1,2,0,641,0,car,12.25,none,good,eligible
,male,skilled,little,moderate,26332,53,repairs,married,high school,3,122033,employed,3,27,0,604,0,personal,11.2,guarantor,bad,not eligible
20,male,unskilled,moderate,little,31710,23,repairs,married,high school,2,33407,self-employed,1,1,0,508,0.04,education,19.21,none,bad,not eligible
45,male,skilled,,moderate,22790,11,radio/TV,single,high school,0,14445,employed,0,,1,310,0.14,personal,8.61,none,bad,not eligible
46,male,management,moderate,little,29941,71,furniture,single,high school,0,123443,employed,1,21,0,445,0,education,8.61,none,bad,not eligible
26,female,management,moderate,moderate,25386,47,repairs,single,graduate,1,127606,self-employed,1,21,0,334,0,education,18.58,none,bad,not eligible
,male,skilled,little,moderate,32894,57,business,divorced,high school,,126801,unemployed,2,20,0,650,0,personal,14.7,property,bad,not eligible
,male,management,little,rich,8918,16,education,single,graduate,2,142214,retired,2,29,0,839,0,mortgage,5.81,property,bad,not eligible
51,female,skilled,little,little,7581,31,domestic appliances,married,graduate,2,59897,employed,0,1,1,408,0,car,15.11,none,bad,not eligible
29,male,skilled,moderate,little,37680,26,domestic appliances,single,graduate,1,98071,employed,2,15,0,323,0.01,,17.3,guarantor,bad,not eligible
59,male,management,quite rich,little,10614,71,repairs,married,graduate,0,77266,employed,1,0,1,798,0,car,9.11,vehicle,bad,not eligible
26,male,management,moderate,little,19222,45,other,divorced,high school,,71466,self-employed,2,28,1,671,0.01,personal,10.74,vehicle,bad,not eligible
32,male,skilled,moderate,moderate,22472,61,radio/TV,married,phd,1,,employed,1,28,0,464,0,mortgage,7.97,none,bad,not eligible
57,female,management,little,rich,18485,56,radio/TV,single,high school,1,,employed,2,18,0,696,0.01,business,14.5,none,bad,not eligible
42,female,unskilled,little,little,6388,25,furniture,single,postgraduate,3,126457,employed,0,,0,571,0,business,14.96,property,bad,not eligible
22,male,management,little,little,4218,62,business,divorced,high school,2,55946,self-employed,2,8,0,726,0,mortgage,,none,bad,not eligible
28,female,skilled,little,little,32647,10,other,married,graduate,1,127174,employed,1,19,0,372,0.03,business,15.17,none,bad,not eligible
51,male,unskilled,little,little,,19,other,married,high school,0,84504,employed,,29,0,349,0.03,business,14.88,guarantor,bad,not eligible
41,male,unskilled,moderate,little,18809,29,other,married,high school,0,149064,employed,1,,0,824,0,mortgage,,vehicle,bad,not eligible
32,male,,moderate,little,19799,57,education,,graduate,2,131132,employed,1,8,1,370,0,personal,13.33,none,bad,not eligible
55,male,skilled,rich,moderate,41711,53,business,single,graduate,1,65173,employed,1,28,1,791,0.01,,14.21,vehicle,bad,not eligible
,male,skilled,little,little,22536,52,domestic appliances,married,high school,1,20125,employed,1,10,,773,0.02,business,11.45,property,bad,not eligible
22,female,unskilled,moderate,moderate,20385,65,business,married,graduate,2,84165,self-employed,1,0,0,500,0,personal,18.52,none,bad,not eligible
65,female,skilled,quite rich,moderate,29846,8,repairs,single,high school,1,19226,employed,0,18,0,323,0.19,personal,9.93,none,bad,not eligible
43,male,skilled,moderate,little,,14,furniture,married,graduate,1,14702,,0,16,0,768,0.24,business,6.01,none,bad,not eligible
35,male,skilled,little,moderate,49637,29,business,divorced,postgraduate,0,141713,employed,,5,0,736,0.01,business,15.08,none,bad,not eligible
23,male,,little,moderate,27191,9,other,divorced,postgraduate,2,45942,retired,1,0,0,513,0.07,personal,14.08,none,bad,not eligible
54,male,management,little,,40542,14,education,single,graduate,0,132341,employed,4,17,0,594,0.02,education,19.84,none,bad,not eligible
65,male,management,little,little,49027,6,domestic appliances,single,high school,0,13875,self-employed,0,8,1,446,0.59,mortgage,8.47,none,bad,not eligible
30,male,management,quite rich,little,18486,40,,divorced,,0,140140,self-employed,1,26,0,681,0,personal,10.93,none,bad,not eligible
45,female,skilled,little,moderate,28346,17,domestic appliances,single,phd,1,135797,employed,0,0,0,728,0.01,personal,11.92,none,bad,not eligible
22,male,management,little,moderate,48372,,other,single,high school,1,144684,employed,1,3,0,715,0.01,education,17.92,none,bad,not eligible
30,male,unskilled,quite rich,little,,15,car,divorced,postgraduate,0,,unemployed,1,21,1,304,0.03,car,11.22,none,bad,not eligible
34,,,quite rich,little,8692,23,education,single,graduate,1,98240,self-employed,1,29,0,689,0,car,,none,bad,not eligible
67,male,skilled,moderate,little,39769,29,domestic appliances,married,phd,1,76998,self-employed,1,17,0,,0.02,,,property,bad,not eligible
57,male,management,moderate,little,38987,6,domestic appliances,married,graduate,0,87510,self-employed,1,16,1,789,0.07,business,11.15,none,bad,not eligible
62,female,unskilled,little,moderate,9912,21,domestic appliances,married,graduate,0,108814,employed,0,19,0,628,0,personal,7.32,none,bad,not eligible
49,male,unskilled,little,little,16463,20,domestic appliances,,graduate,0,44924,unemployed,0,18,1,,0.02,education,19.25,,bad,not eligible
46,female,unskilled,little,little,,67,furniture,divorced,phd,3,143991,employed,0,22,0,539,0,business,7.67,none,bad,not eligible
,male,management,moderate,moderate,1517,10,radio/TV,married,phd,1,82168,employed,2,22,1,303,0,business,11.29,none,good,eligible
20,male,skilled,rich,little,,50,domestic appliances,married,graduate,0,84460,unemployed,1,27,0,405,0,car,6.23,none,bad,not eligible
57,,skilled,little,moderate,10912,57,furniture,single,postgraduate,0,53910,employed,1,13,0,339,,personal,18.82,property,bad,not eligible
51,female,skilled,moderate,moderate,8212,12,education,single,,1,44005,employed,0,25,0,846,0.02,mortgage,14.36,guarantor,good,eligible
57,male,skilled,little,little,16317,32,domestic appliances,married,postgraduate,0,93400,employed,0,26,0,562,0.01,education,19.44,none,bad,not eligible
44,female,skilled,moderate,moderate,,18,business,married,postgraduate,0,140634,employed,1,,0,,0.01,personal,5.63,,good,not eligible
30,male,unskilled,little,moderate,7124,22,domestic appliances,divorced,graduate,0,20657,self-employed,1,8,0,643,0.02,business,7.62,property,bad,not eligible
,female,management,little,little,29626,49,repairs,married,graduate,1,28394,employed,1,24,0,843,0.02,business,10.7,none,bad,not eligible
50,male,skilled,quite rich,little,17079,18,domestic appliances,married,graduate,0,82433,self-employed,0,19,0,778,0.01,mortgage,14.32,guarantor,bad,not eligible
23,female,skilled,,moderate,15631,10,other,married,graduate,0,48397,employed,2,8,0,463,0.03,car,9.94,none,good,not eligible
41,,unskilled,moderate,rich,,38,car,married,postgraduate,0,129445,,,14,0,701,0.01,mortgage,15.68,none,good,not eligible
36,female,skilled,little,moderate,47315,9,business,married,graduate,0,33874,employed,0,10,0,784,0.16,mortgage,7.48,none,bad,not eligible
33,male,,little,little,37919,,domestic appliances,single,high school,0,33670,employed,2,,0,652,0.04,personal,14.01,none,bad,not eligible
57,male,skilled,little,moderate,23875,21,domestic appliances,divorced,graduate,1,,employed,1,5,0,381,,,10.97,none,bad,not eligible
45,male,unskilled,quite rich,little,26593,27,domestic appliances,married,high school,0,40836,self-employed,1,,0,564,0.02,business,12.62,property,bad,not eligible
50,female,management,rich,moderate,45994,41,furniture,married,graduate,0,27202,employed,0,8,0,,0.04,car,13.54,none,bad,not eligible
65,male,unskilled,moderate,moderate,33025,63,other,married,postgraduate,0,17188,employed,0,,0,498,0.03,personal,5.9,none,bad,not eligible
58,female,skilled,little,moderate,29530,,education,,graduate,0,63326,employed,2,16,0,,0.01,personal,18.86,none,bad,not eligible
30,male,management,quite rich,moderate,44567,40,car,single,postgraduate,2,44657,employed,2,5,1,506,0.02,mortgage,16.79,vehicle,bad,not eligible
60,male,skilled,moderate,moderate,5707,30,domestic appliances,single,high school,1,141630,,0,28,0,409,0,personal,11.64,none,good,eligible
62,male,management,moderate,moderate,11397,66,education,married,postgraduate,0,36195,unemployed,0,16,1,729,0,car,13.21,none,bad,not eligible
42,female,skilled,little,little,27139,23,other,single,graduate,1,24443,employed,3,25,1,371,0.05,mortgage,5.49,none,bad,not eligible
59,female,skilled,quite rich,moderate,3292,63,car,married,high school,1,33215,employed,1,24,0,707,0,mortgage,12.47,none,bad,not eligible
53,female,management,moderate,rich,920,62,car,single,graduate,3,15949,employed,1,13,0,578,0,,11.39,guarantor,bad,not eligible
44,male,skilled,quite rich,little,29724,68,repairs,single,phd,0,50411,employed,1,,0,406,0.01,car,10.62,none,bad,not eligible
,female,skilled,quite rich,little,19698,17,other,single,high school,0,125877,employed,0,17,0,738,0.01,mortgage,17.23,none,bad,not eligible
24,female,management,little,little,36108,16,car,married,graduate,2,78438,unemployed,0,27,0,350,0.03,education,7.73,guarantor,bad,not eligible
22,male,skilled,,moderate,46705,18,other,married,postgraduate,1,72521,,1,7,0,422,0.04,education,7.64,none,bad,not eligible
60,female,,quite rich,moderate,17915,,other,single,,0,81431,,0,9,0,730,0.01,car,12.83,vehicle,good,not eligible
62,female,skilled,little,little,40907,32,domestic appliances,single,graduate,0,115854,unemployed,0,10,0,623,0.01,business,15.31,property,bad,not eligible
68,female,management,little,rich,18375,50,furniture,divorced,graduate,2,32081,employed,0,21,0,674,0.01,,5.34,none,bad,not eligible
48,female,self-employed,little,little,5475,27,domestic appliances,married,high school,2,54732,self-employed,,28,0,847,0,mortgage,13.19,none,bad,not eligible
40,male,skilled,moderate,moderate,26961,47,domestic appliances,married,graduate,1,139808,self-employed,2,2,0,720,0,car,9.48,vehicle,bad,not eligible
59,,skilled,little,little,21831,25,education,divorced,high school,1,100182,employed,1,26,0,675,,mortgage,16.35,none,bad,not eligible
27,,self-employed,moderate,little,17393,53,radio/TV,widowed,postgraduate,0,97904,employed,2,1,0,408,0,mortgage,12.03,none,bad,not eligible
49,male,unskilled,little,little,18743,23,radio/TV,divorced,high school,2,101374,employed,1,25,0,790,0.01,education,17.51,none,bad,not eligible
60,,unskilled,,little,16035,11,repairs,single,high school,2,143227,employed,1,26,0,522,0.01,personal,10.95,none,bad,not eligible
47,female,,little,moderate,5561,,other,widowed,graduate,1,137277,employed,1,13,0,318,0,,17.41,none,bad,not eligible
56,female,management,little,moderate,2358,16,radio/TV,married,graduate,0,132606,unemployed,,3,0,848,0,personal,15.75,none,bad,not eligible
48,female,management,moderate,little,25989,30,education,married,high school,0,137927,employed,2,16,0,516,0.01,education,17.42,none,bad,not eligible
35,male,skilled,moderate,little,14178,60,business,single,postgraduate,0,145423,employed,1,16,1,532,0,personal,17.19,property,bad,not eligible
53,,unskilled,little,little,35333,63,,widowed,postgraduate,0,50236,self-employed,2,20,0,709,0.01,education,12.3,none,bad,not eligible
19,male,skilled,little,moderate,47659,42,education,married,postgraduate,0,23241,unemployed,4,,0,811,0.05,business,10.52,none,bad,not eligible
31,male,,little,moderate,19850,,car,,graduate,,98987,employed,2,8,0,489,0.01,,16.48,none,bad,not eligible
30,male,skilled,quite rich,little,13846,42,domestic appliances,single,postgraduate,2,101659,unemployed,2,27,,605,0,car,10.42,none,bad,not eligible
46,male,management,quite rich,moderate,48505,58,business,single,postgraduate,0,,,2,20,1,752,0.01,business,6.34,none,bad,not eligible
29,female,unskilled,,little,7273,21,car,widowed,graduate,1,71242,employed,,21,0,406,0,mortgage,17.88,none,bad,not eligible
56,female,management,quite rich,rich,29965,23,repairs,married,high school,1,14455,employed,2,25,0,524,0.09,,10.96,none,bad,not eligible
19,male,skilled,,rich,10288,24,domestic appliances,single,high school,1,50459,self-employed,1,8,0,685,0.01,car,6.99,vehicle,good,not eligible
49,male,skilled,little,moderate,32843,49,domestic appliances,,graduate,3,,unemployed,1,2,0,829,0.01,car,14.7,none,bad,not eligible
30,female,unskilled,rich,rich,47362,7,repairs,single,postgraduate,0,27597,employed,1,27,0,359,0.25,personal,18.35,none,bad,not eligible
63,male,skilled,quite rich,moderate,37710,63,car,married,graduate,3,65591,employed,1,3,0,671,0.01,personal,17.91,guarantor,bad,not eligible
44,male,unskilled,little,moderate,9747,15,education,single,graduate,3,56209,self-employed,0,1,0,441,0.01,mortgage,13.32,none,bad,not eligible
66,male,self-employed,little,moderate,46463,51,radio/TV,single,high school,1,19052,retired,0,13,0,417,0.05,personal,,none,bad,not eligible
58,male,management,little,little,42483,24,business,single,high school,1,45691,self-employed,0,19,0,491,,car,15.45,vehicle,bad,not eligible
34,male,skilled,little,little,36472,43,other,single,,1,27816,retired,0,7,1,585,0.03,education,,none,bad,not eligible
57,female,unskilled,quite rich,little,17459,42,repairs,single,,3,75876,unemployed,1,17,0,840,0.01,mortgage,8.15,guarantor,bad,not eligible
48,male,self-employed,moderate,moderate,49850,50,repairs,married,graduate,0,66533,self-employed,1,3,0,318,0.01,mortgage,18.51,none,bad,not eligible
51,male,skilled,quite rich,little,,39,domestic appliances,divorced,postgraduate,0,118873,unemployed,1,7,0,415,0.01,car,6.3,vehicle,bad,not eligible
41,,unskilled,quite rich,little,34633,7,furniture,,high school,,24206,self-employed,2,6,1,339,0.2,business,10.6,none,bad,not eligible
62,male,skilled,moderate,little,24718,49,domestic appliances,single,graduate,2,142270,employed,2,24,,564,0,personal,6.42,guarantor,bad,not eligible
52,female,self-employed,moderate,little,22234,32,other,single,graduate,0,88566,self-employed,0,14,0,420,,business,18.68,property,bad,not eligible
65,female,unskilled,little,moderate,23328,53,radio/TV,married,postgraduate,0,132874,employed,3,29,0,663,0,car,5.53,none,bad,not eligible
23,female,unskilled,little,rich,17900,12,domestic appliances,widowed,high school,3,117787,employed,0,14,0,504,0.01,business,11.39,vehicle,bad,not eligible
36,male,self-employed,moderate,moderate,20502,32,furniture,,high school,1,14934,employed,2,1,0,785,0.04,car,17.93,none,bad,eligible
47,female,unskilled,little,moderate,33293,23,repairs,single,high school,1,131298,employed,1,3,0,394,0.01,personal,8.77,property,bad,not eligible
24,female,unskilled,little,moderate,36992,38,education,married,postgraduate,0,35877,employed,0,,1,698,0.03,personal,6.58,property,bad,not eligible
27,female,skilled,quite rich,little,32717,38,domestic appliances,married,high school,0,29471,retired,2,21,0,845,0.03,mortgage,6.91,property,bad,not eligible
58,male,management,moderate,little,36726,30,,married,high school,1,,unemployed,2,24,0,629,0.08,business,11.07,none,bad,not eligible
49,male,skilled,little,rich,28432,19,education,married,graduate,0,46018,self-employed,1,8,0,609,0.03,business,11.43,guarantor,bad,not eligible
,male,self-employed,moderate,little,43827,43,furniture,married,graduate,0,68501,retired,0,22,0,516,0.01,business,15.77,property,bad,not eligible
45,female,skilled,quite rich,little,31375,43,car,widowed,postgraduate,1,10257,employed,1,29,0,467,0.07,business,8.57,none,bad,not eligible
32,male,unskilled,little,moderate,25546,9,domestic appliances,single,postgraduate,0,125169,employed,2,6,0,831,0.02,education,15.53,none,bad,not eligible
47,male,self-employed,little,little,24164,67,other,widowed,graduate,1,145802,employed,0,23,0,408,0,mortgage,19.98,property,bad,not eligible
54,female,skilled,rich,little,,15,repairs,single,postgraduate,0,21305,employed,0,17,0,498,0.08,mortgage,17.96,vehicle,bad,not eligible
46,female,skilled,little,little,5246,,repairs,married,graduate,1,,unemployed,4,25,0,701,0,education,14.53,property,bad,not eligible
39,female,skilled,little,little,24473,28,education,married,high school,1,,employed,0,11,0,471,0.01,business,19.1,none,bad,not eligible
21,male,skilled,moderate,little,13717,70,domestic appliances,married,postgraduate,1,20818,,0,13,0,483,0.01,education,19.87,none,bad,not eligible
37,female,unskilled,quite rich,little,23862,30,other,married,graduate,1,16202,employed,2,6,0,316,0.05,,13.55,property,bad,not eligible
49,male,unskilled,little,moderate,42335,58,business,single,graduate,1,48946,employed,1,5,0,455,0.01,education,9.1,none,bad,not eligible
53,male,,little,moderate,9633,22,domestic appliances,single,graduate,1,27031,employed,0,22,,320,0.02,mortgage,,none,bad,not eligible
67,male,management,little,little,36309,62,education,,graduate,2,136705,,0,21,0,720,0,education,,property,bad,not eligible
21,male,skilled,rich,rich,41033,25,radio/TV,married,,1,,employed,0,26,0,450,0.01,car,6.27,none,bad,not eligible
44,male,self-employed,little,little,5904,30,education,single,graduate,1,111890,employed,0,18,0,410,0,business,19.05,none,bad,not eligible
34,female,skilled,moderate,little,33839,47,furniture,divorced,postgraduate,0,103496,employed,,20,0,614,0.01,education,10.49,none,bad,not eligible
29,male,skilled,rich,little,29225,50,education,single,graduate,0,147152,self-employed,1,18,0,757,0,business,9.83,none,bad,not eligible
39,female,unskilled,little,moderate,9296,36,repairs,married,high school,0,125446,employed,2,21,0,351,0,personal,10.15,property,bad,not eligible
34,male,unskilled,rich,,45880,,business,single,phd,2,41942,employed,1,14,0,572,0.02,business,9.8,vehicle,bad,not eligible
27,male,skilled,rich,moderate,48573,57,education,married,high school,1,,employed,0,18,0,684,0.03,education,12.74,property,bad,not eligible
18,male,management,quite rich,moderate,21864,26,education,,high school,1,34232,self-employed,1,11,,387,0.02,business,13.7,none,bad,eligible
39,male,self-employed,little,moderate,41841,35,business,married,high school,1,70928,self-employed,0,1,0,319,0.02,car,11.38,vehicle,bad,not eligible
43,male,self-employed,moderate,moderate,1736,8,education,single,high school,2,141401,employed,2,10,1,730,0,car,11.19,property,good,eligible
35,male,unskilled,quite rich,rich,2880,48,repairs,single,,1,70363,self-employed,1,12,0,469,0,education,16.06,guarantor,good,eligible
,male,management,rich,little,40445,34,business,married,graduate,0,146518,employed,0,3,0,405,0.01,education,5.05,guarantor,bad,not eligible
31,male,skilled,,little,15038,8,repairs,married,postgraduate,3,87781,employed,0,24,0,626,0.02,business,19.2,,bad,not eligible
64,male,unskilled,quite rich,moderate,12471,63,repairs,single,phd,1,118670,employed,1,0,0,518,0,mortgage,15.72,guarantor,bad,not eligible
46,female,management,,moderate,43565,38,repairs,single,postgraduate,0,125672,employed,1,23,0,564,0.01,car,15.61,none,bad,not eligible
,male,skilled,little,little,34785,50,furniture,divorced,,0,135158,self-employed,1,20,0,621,0.01,car,11.33,none,bad,not eligible
53,female,unskilled,moderate,little,18417,,business,single,graduate,1,56094,,1,1,0,615,,personal,19.49,none,bad,not eligible
52,female,skilled,quite rich,little,39155,57,furniture,divorced,postgraduate,2,24822,employed,0,13,0,407,0.03,personal,5,none,bad,not eligible
69,female,skilled,moderate,little,11986,69,furniture,married,graduate,2,26825,employed,1,24,0,808,0.01,mortgage,6.15,property,bad,not eligible
29,female,management,moderate,little,37910,45,other,single,postgraduate,0,145092,employed,2,17,0,840,0.01,car,17.06,guarantor,bad,not eligible
24,male,skilled,rich,rich,,18,business,married,,1,34849,employed,1,10,0,826,0.04,education,16.08,property,good,not eligible
46,female,self-employed,little,moderate,,34,education,divorced,graduate,0,35602,self-employed,1,10,0,537,,car,9.07,property,bad,not eligible
28,female,unskilled,moderate,little,44691,68,domestic appliances,single,graduate,1,104460,self-employed,1,18,1,308,0.01,education,13.92,vehicle,bad,not eligible
50,male,skilled,little,moderate,11899,31,other,married,graduate,3,45701,unemployed,1,16,0,635,0.01,education,12.98,property,bad,not eligible
23,male,skilled,little,rich,39329,64,radio/TV,married,graduate,1,133327,employed,,16,0,621,0,mortgage,12.91,none,bad,not eligible
64,male,skilled,moderate,,13185,54,domestic appliances,divorced,graduate,0,29752,self-employed,0,1,0,300,0.01,car,13.93,vehicle,bad,not eligible
32,female,skilled,rich,little,,58,repairs,married,graduate,0,149138,employed,0,1,0,420,0,business,19.91,property,bad,not eligible
49,female,management,moderate,moderate,4987,36,business,single,postgraduate,1,87045,retired,1,29,0,,0,car,19.81,,good,eligible
68,male,management,quite rich,moderate,12518,17,education,single,phd,1,149333,,1,12,1,,0,car,19.73,,good,eligible
28,male,self-employed,little,little,31325,63,furniture,single,high school,0,102689,employed,1,5,1,483,0,personal,13.23,none,bad,not eligible
40,,management,little,rich,8250,41,car,single,high school,1,145657,employed,1,14,0,537,0,mortgage,9.77,none,bad,not eligible
43,male,management,moderate,little,18184,15,radio/TV,single,graduate,3,63750,employed,1,10,0,629,0.02,business,13.4,none,bad,not eligible
51,female,skilled,little,little,43618,11,other,married,graduate,3,37632,,0,23,0,770,0.11,business,14.34,none,bad,not eligible
,male,management,little,little,14910,12,other,single,high school,2,48585,unemployed,,27,0,318,0.03,business,9.67,vehicle,bad,not eligible
51,male,skilled,moderate,little,15605,36,domestic appliances,single,high school,2,10116,self-employed,1,3,0,317,0.04,education,14.49,property,bad,not eligible
46,male,skilled,little,moderate,19413,8,other,married,postgraduate,0,,employed,2,,0,579,0.09,mortgage,14.33,none,bad,not eligible
21,female,skilled,,rich,36528,52,,single,postgraduate,1,93733,employed,1,28,0,426,0.01,personal,18.55,none,bad,not eligible
34,male,skilled,moderate,little,,6,repairs,single,graduate,1,123246,self-employed,0,13,0,607,0.06,education,8.56,property,bad,not eligible
52,,skilled,moderate,rich,46980,50,radio/TV,single,graduate,0,39590,self-employed,2,17,0,513,0.02,business,15.46,none,bad,not eligible
30,male,self-employed,rich,moderate,18211,59,repairs,single,graduate,0,125591,employed,0,16,0,575,0,education,11.76,none,bad,eligible
58,male,skilled,moderate,little,25467,55,car,married,high school,2,18685,self-employed,0,,0,628,0.02,education,6.95,none,bad,not eligible
56,male,unskilled,moderate,moderate,36523,12,car,,graduate,0,79394,retired,0,12,0,315,0.04,business,9.74,none,bad,not eligible
32,male,skilled,rich,little,36505,68,,single,high school,1,106752,unemployed,2,22,0,736,0.01,business,5.86,guarantor,bad,not eligible
46,male,unskilled,quite rich,moderate,27122,20,car,single,graduate,1,29067,,0,28,1,305,0.05,personal,9.79,guarantor,bad,not eligible
46,female,unskilled,little,little,45701,35,domestic appliances,single,high school,1,112034,unemployed,1,,0,580,0.01,mortgage,6.04,property,bad,not eligible
28,female,unskilled,little,moderate,9997,41,repairs,married,graduate,1,121186,employed,0,10,0,314,0,car,18.88,none,bad,not eligible
69,female,skilled,moderate,little,16850,10,business,married,graduate,3,48211,unemployed,,15,0,,0.03,car,6.53,property,bad,not eligible
49,male,skilled,moderate,moderate,49209,30,other,married,graduate,1,,employed,0,17,0,765,0.02,car,17.26,,bad,not eligible
19,female,management,quite rich,moderate,23196,,radio/TV,single,high school,3,50727,self-employed,0,11,0,726,0.03,personal,,,bad,not eligible
64,male,management,quite rich,little,27970,71,business,single,high school,2,24464,,0,22,0,780,,education,12.02,none,bad,not eligible
31,male,skilled,moderate,little,31389,33,repairs,married,graduate,4,120875,employed,2,11,0,825,0.01,business,5.81,none,bad,not eligible
37,male,skilled,rich,little,10724,65,car,divorced,high school,2,,self-employed,2,5,0,845,0,mortgage,13.94,none,bad,not eligible
39,male,skilled,moderate,moderate,42224,15,education,divorced,high school,0,74086,employed,3,23,0,685,0.04,car,8.52,property,bad,not eligible
,female,management,little,little,5965,,car,single,graduate,0,147869,employed,1,5,0,831,0,mortgage,7.65,none,bad,not eligible
44,male,unskilled,quite rich,moderate,17382,44,business,married,postgraduate,0,14858,employed,1,3,0,571,0.03,mortgage,13.5,none,good,eligible
20,male,unskilled,little,little,32703,42,,married,high school,1,70796,employed,0,,0,494,0.01,business,10.35,property,bad,not eligible
,female,management,quite rich,little,28444,68,repairs,divorced,graduate,0,75509,retired,1,29,0,537,0.01,personal,15.96,property,bad,not eligible
61,male,skilled,rich,little,30337,66,,single,postgraduate,1,58393,employed,0,23,0,770,0.01,business,,none,bad,not eligible
45,male,unskilled,moderate,little,3444,,business,married,postgraduate,0,148306,self-employed,1,0,0,402,0,,17.44,vehicle,bad,not eligible
46,male,unskilled,moderate,moderate,24836,38,business,single,high school,0,38547,employed,0,25,0,542,0.02,education,5.88,property,bad,eligible
38,female,self-employed,moderate,rich,39124,50,repairs,,postgraduate,,63804,self-employed,1,,0,514,0.01,mortgage,8.52,none,bad,not eligible
64,female,management,little,little,,49,other,single,graduate,1,65941,employed,0,3,0,376,0.01,car,,guarantor,bad,not eligible
33,,management,little,moderate,32296,,other,married,phd,1,33567,employed,1,16,0,683,0.16,mortgage,18.21,none,bad,not eligible
54,male,skilled,moderate,little,29289,58,education,divorced,graduate,0,12325,retired,0,4,0,420,,,17.2,property,bad,not eligible
37,male,skilled,quite rich,moderate,45920,52,business,single,postgraduate,1,81386,employed,0,26,1,840,0.01,personal,15.19,none,bad,not eligible
23,female,self-employed,moderate,little,24722,38,repairs,married,postgraduate,0,65516,unemployed,0,24,0,444,0.01,education,13.61,none,bad,not eligible
